text,user_mentions_count,hashtag_count,quoted_status,binary_in_reply_to_user_id,binary_in_reply_to_screen_name,binary_in_reply_to_status_id,possibly_sensitive,user_statuses_count,user_followers_count,user_following_count,user_list_count,user_contributors_enabled,popularHashtag1,popularHashtag2,popularHashtag3,popularHashtag4,popularHashtag5,popularHashtag6,popularHashtag7,popularHashtag8,popularHashtag9,popularHashtag10,10 min RT,10 min FAVE,30 min RT,30 min FAVE,1 hr RT,1 hr FAVE,20 hr RT,20 hr FAVE,Classification,matlab,actual
. Hugs &amp; kisses💋 to @doll_bobby for the awesome sexy bra &amp; panty sets from @AdoreMe 👙👏👍https://t.co/Glbw42CfJG https://t.co/dT469fved3,2,0,0,0,0,0,0,18787,9359,518,114,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,3,0,,
I hate being in a bad mood,0,0,0,0,0,0,0,10725,505,343,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,4,2,4,2,0,,
Dabo's hair isn't matted down from his cap&#44; that's how he tells his barber to cut it. https://t.co/KJ1xdBR2qJ,0,0,0,0,0,0,0,78691,2672,672,55,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,3,6,3,7,1,,
I'm tired af man 😪,0,0,0,0,0,0,0,14496,3637,3530,3,0,0,0,0,0,0,0,0,0,0,0,4,1,5,2,5,2,5,2,0,,
LMFAO we're watching a scary movie rn and in the middle of it i screamed hella loud and i scared the crap out of my aunt,0,0,0,0,0,0,0,28558,878,358,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,,
@Crypt0ll7 @DarneReddick @OhImLaughin @JamieMoranUK @Mooch1978 @PNF4LYFE @Rand_al_Thor_19 @RectifyGaming Quickly! To the Xphone!,8,0,0,1,1,1,0,16213,4109,659,48,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
Hahaha coach Brown talkin about when you tried to run for the 1st against Wyoming @jtuck9,1,0,0,0,0,0,0,12749,3104,490,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,5,0,,
3% Bush&#44; no it's not a new alcoholic beverage it's Jeb's poll numbers😃😃,0,0,0,0,0,0,0,14198,3203,3097,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,,
oh ya know&#44; just listening to carly rae with the bros #saturdaynight,0,1,0,0,0,0,0,2451,1652,342,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,5,0,,
Sleepover with Tev and H&#44; what have I got myself into,0,0,0,0,0,0,0,8046,770,587,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
Delete your ex&#44; shutdown your crush&#44; format your past&#44; program your heart and restart your lovelife.,0,0,0,0,0,0,0,20739,2983,8,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,2,2,0,,
@ImSpencerChase why do you hate me,1,0,0,1,1,1,0,5607,535,632,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
The Walking Dead creators make #vr show “#gone” for #samsung Gear #vr https://t.co/5doc7wYWi0 https://t.co/aENft41pg8,0,4,0,0,0,0,0,33928,404913,396,2997,0,0,0,0,0,0,0,0,0,0,0,13,11,16,19,17,25,30,49,1,,
caught in the act writing down her number for @ryanlemond  https://t.co/uKUU5FmqoO,1,0,1,0,0,0,0,6297,5312,910,59,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,7,1,,
Russia accuses USA of cover-up over IS oil smuggling to Turkey... https://t.co/CBy1gWqnbI via @DrudgeReader,1,0,0,0,0,0,0,169801,7156,7108,91,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,5,4,6,5,0,,
sippin that muddy trouble yea yea,0,0,0,0,0,0,0,6744,536,363,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,,
Watching Elf for family night before he leaves tomorrow @ufc @MeansTim https://t.co/cs4JBHT82u,2,0,0,0,0,0,0,12907,592,952,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,4,1,5,0,,
"u could tap on a fuckin table n she'll be like ""that's white wedding part 1 by billy idol it reached #2 on the charts of summer 1982""",0,0,0,1,1,1,0,81550,2808,732,36,0,0,0,0,0,0,0,0,0,0,0,1,7,1,7,2,8,2,9,1,,
Highschool sports have really gone down since I graduated.,0,0,0,0,0,0,0,23841,857,719,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,6,3,6,3,6,1,,
Jacksonville (Fla.) Bartram Trail Top100 2018 QB Joey Gatewood announces his verbal for #Auburn: https://t.co/qNlNkGmCuJ,0,1,0,0,0,0,0,36502,27264,3495,471,0,0,0,0,0,0,0,0,0,0,0,6,6,6,9,6,8,9,10,1,,
Ever so sad that you want to go to sleep at 6pm.,0,0,0,0,0,0,0,36727,704,351,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,3,0,,
Retweeted Jim Be Logic (@JimBLogic):o.O https://t.co/Dn8jwtNVTn https://t.co/cqgXRCChS1,1,0,1,0,0,0,0,8633,869,963,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,,
Tonight is one of those nights I'm in awe of #Twitter. You can't do this anywhere else. My timeline is totally rocking! J,0,1,0,0,0,0,0,23579,4210,4330,33,0,0,0,0,0,0,0,0,0,0,0,2,12,2,12,2,12,2,12,1,,
He's such a cutie I can't breathe https://t.co/ID1PqrRI1u,0,0,0,0,0,0,0,27784,826,763,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
Last Christmas... I gave you my heart.,0,0,0,0,0,0,0,203233,40461,3251,40,0,0,0,0,0,0,0,0,0,0,0,9,9,9,11,9,12,9,12,1,,
IM NOT SENDING MY MATH TEACHER WOLFJOB&#44; ASPEN,0,0,0,0,0,0,0,25563,927,175,8,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
you niggas are foolish 😩,0,0,0,0,0,0,0,20757,1945,959,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,2,13,2,14,2,0,,
I GOT A $15 OFF COUPON FOR SEPHORA BUT I AINT GOT NO MONEY,0,0,0,0,0,0,0,129484,18708,16165,135,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,1,4,1,4,0,,
Making plans with my brother and sister is impossible. 😑,0,0,0,0,0,0,0,3264,564,434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
@JCAirplane 2015 for me,1,0,0,1,1,1,0,49944,1558,1004,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
Cosmopolitan Sorbet .... holy cow - isn’t it so pretty!! https://t.co/ssqGNGd6hL https://t.co/89KBOrGoNR,0,0,0,0,0,0,0,11664,5460,1663,268,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,5,0,,
Brandon Jolley (San Bernardino) had 22 points&#44; 8 rebounds and 6 assist in the win over East Los Angeles.,0,0,0,0,0,0,0,8908,1261,245,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,3,3,0,,
Congrats to our 11-12 MidState Band Members!Allie Minucci&#44; Anaea Dossey&#44; Caleb Hoffman&#44; Christine Barham&#44; David Curtis&#44; Dawson Whitehead...,0,0,0,0,0,0,0,2685,1876,458,22,0,0,0,0,0,0,0,0,0,0,0,2,12,2,13,2,14,3,28,1,,
Carson: If CA Attacker Passed Vetting&#44; It ‘Should End the Conversation’ About Refugees https://t.co/F71NZocfA3,0,0,0,0,0,0,0,33201,6126,6705,99,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,3,2,3,0,,
Up close and personal #drdabber https://t.co/UTDsiLfoUk,0,1,0,0,0,0,0,1044,12561,617,14,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,2,5,0,,
Police in STL killed a woman today. https://t.co/R9zE6WQ5UN,0,0,0,0,0,0,0,9204,2454,663,83,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,2,0,,
I wish a nigga would.. https://t.co/BpLGTwlbRW,0,0,1,0,0,0,0,103876,3439,843,19,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,0,,
@PentagonJunior @DHSgov @FBIWFO @DeptofDefense @PENTAGONhq @ciablog @ciaotiga @ciablackdiamond @Seal @CIA That Blew your mind Having PIXS k,10,0,0,1,1,1,0,17845,1835,5003,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
@loopswoop @beehivesy !!! I'm there from tomorrow until tuesday night &amp; am down to gather!,2,0,0,1,1,1,0,2094,2844,300,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,4,0,,
#4 is woman down,0,0,0,0,0,0,0,5603,942,498,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,,
@SuperC88 this is the part where you go buy me a blow pop now.,1,0,0,1,1,0,0,18476,776,544,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Day 1 Meal 2 and I'm about to tap out haha I'm so full,0,0,0,0,0,0,0,12189,1538,974,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,3,0,,
#Publix cake for the win https://t.co/TQfIdAbUQ7,0,1,0,0,0,0,0,33932,1240,1382,34,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,5,0,6,1,,
Liam's selfies on Jojo Wright's phone at the Jingle Ball in LA - 12/04/15 #MTVStars One Direction https://t.co/6oOiaFOykj,0,1,0,0,0,0,0,185919,143317,4622,548,0,1,0,0,0,0,0,0,0,0,0,69,45,98,61,117,73,222,139,1,,
@KendallKordei I'm shocked at these results. All the songs of her Stripped era &gt;&gt;&gt;&gt;. The earlier ones are iconic too. ANOM is just.. there.,1,0,0,1,1,1,0,47342,4582,231,14,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,3,0,,
ok im just curious. why did u follow me,0,0,0,0,0,0,0,75733,4272,108,103,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,,
Girllllllllll https://t.co/PnqW1nFdBI,0,0,1,0,0,0,0,62515,2516,1672,6,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
This fire&#44; but I wish she wasn't sitting on that toilet RT @squirters: 😋 https://t.co/BREyMljoLD,1,0,0,1,1,1,0,40868,747,350,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,,
Wait&#44; are we just ignoring flying drop kicks!?! Dude looked like Liu Kang!!! kang#USCvsSTAN,0,0,0,0,0,0,0,11755,2283,771,31,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,3,1,3,0,,
Too nice &amp; too trusting. And she knows me better than anyone. I'd have not said that about myself.,0,0,0,0,0,0,0,60399,953,839,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
Horny as me? Than join me at https://t.co/HVxbgcQpYt for free https://t.co/ELYkKhexLW,0,0,0,0,0,0,0,116,1327,291,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,8,14,1,,
Fight on!❤️✌️,0,0,0,0,0,0,0,9482,504,468,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,5,0,,
UTA MBB out to 42-34 lead over UTEP at first media TO of 2nd half. #MavCity,0,1,0,0,0,0,0,24743,6928,351,128,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,3,0,,
"to the girl who just yelled ""get me out of here"" in the library&#44; i feel u",0,0,0,0,0,0,0,8550,590,880,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,4,0,,
Milk The Bone: @JoshMilkxxx &amp; @raymannix @staxus https://t.co/Pn0Wu7Exlq https://t.co/i7qofMnYN5,3,0,0,0,0,0,1,61366,22525,1990,218,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,11,2,15,1,,
Play w. Me 💯 https://t.co/S27BfPXdBP,0,0,1,0,0,0,0,29512,1993,1957,4,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,5,3,6,3,0,,
If you fucked up own up to that shit&#44; begging people to lie for you is only gonna look worse when the truth comes out,0,0,0,0,0,0,0,32790,1393,798,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,2,3,0,,
And PS: About the hot guys you all talked about on Twitter&#44; it's @HugoLG4&#44; he is the third assistant director &amp; took I think&#44; good care -,1,0,0,0,0,0,0,35668,17550,263,68,0,0,0,0,0,0,0,0,0,0,0,12,11,15,15,17,17,41,38,1,,
the signs as steve rogers gifs // libra https://t.co/5g1QK75Mld,0,0,0,0,0,0,0,5236,6946,6,22,0,0,0,0,0,0,0,0,0,0,0,18,14,21,20,23,22,31,36,1,,
If there's something in your gut that you know you feel is right&#44; you go after it.,0,0,0,0,0,0,0,7779,679,518,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,4,7,1,,
Why I gotta have a big head 🤔 https://t.co/Q5tSwQOplG,0,0,0,0,0,0,0,25499,555,280,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,4,0,,
Great show with @saraevansmusic at @SurfBallroom in @VisitClearLake https://t.co/hFd5qmS8NZ,3,0,0,0,0,0,0,5916,4052,3223,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,,
only brought out a tenner and am FUCKED,0,0,0,0,0,0,0,7116,612,503,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Lol fuck you,0,0,0,0,0,0,0,5141,666,1052,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,4,0,,
"When referring to women: ""You females""""These females""From there I assume the comment is awful&#44; offensive &amp; probably doesn't make sense",0,0,0,0,0,0,0,53625,535,90,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,7,5,0,,
Thanks to my top interactors! @DukeOfVinings @turtle0503   #tweetjukebox via https://t.co/KpUcKIBN5G,2,1,0,0,0,0,0,44821,5114,2066,328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,,
Personally&#44; I really like Full Throttle as it is. I don't need any more of it. The story ended. Ben rode into sunset.,0,0,0,0,0,0,0,75732,3625,228,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7,1,,
Life in 2015 https://t.co/IEENL9H0sH,0,0,1,0,0,0,0,13105,1323,896,17,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,3,1,5,0,,
@OG_Mind all these people standing around&#44; men especially &amp; no1 steps in. 🤔,1,0,0,1,1,1,0,22065,2804,775,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,2,8,4,17,1,,
What a run that was by Ronald Jones&#44; and all of a sudden USC leads&#44;,0,0,0,0,0,0,0,45782,19768,361,386,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,,
Allen for 3!! #ButterThatCrabbe,0,1,0,0,0,0,0,24432,6756,1586,83,0,0,0,0,0,0,0,0,0,0,0,2,6,2,7,2,7,2,8,1,,
@wkbandfan This guy is why we have zero Christmas in the house. #badcat https://t.co/QsNaAdAYtG,1,1,0,1,1,1,0,45853,757,269,70,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,2,5,4,12,1,,
damon and elena → #TVD https://t.co/7CKA45KF1g,0,1,0,0,0,0,0,1419,4753,338,14,0,0,0,0,0,0,0,0,0,0,0,3,2,5,3,5,3,22,14,1,,
@hellajuicy300 @_Tubbzz @OGRayGun where do i sign up to not be tagged anymore,3,0,0,1,1,1,0,14819,989,416,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
@402SportsBets yupp. Took em in reg and ml,1,0,0,1,1,1,0,2501,1468,193,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
Likely Freshman All-American WR Penny Hart...#GSUFootball #PantherFamily https://t.co/1RSWdnbPAE,0,2,1,0,0,0,0,27847,2581,2917,49,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,5,4,8,8,1,,
As you can see we were very worried https://t.co/I6CF16QFOW,0,0,0,0,0,0,0,5770,822,562,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,3,2,3,0,,
#NeedYourLove  good words https://t.co/VoEernp86m,0,1,1,0,0,0,0,3659,141961,133135,738,0,0,0,0,0,0,0,0,0,0,0,1,6,2,6,2,8,4,14,1,,
to you all&#44; but by the grace of God I'm going to keep on blessing ALL of you no matter who you are! I love sharing what I do with you!,0,0,0,0,0,0,0,49558,2509,770,50,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,3,0,,
Win a Mega Yarn Yoshi prize pack from Amiibo News! Follow and retweet to enter! Winner selected 12/24. Good luck! https://t.co/fg3L4ewqRj,0,0,0,0,0,0,0,5429,71650,280,318,0,0,0,0,0,0,0,0,0,0,0,1234,270,1547,335,1887,408,3406,757,1,,
@FBGMoStax @gb_flexors @FRiXiioN no. ur just annoying af at this point,3,0,0,1,1,1,0,17918,3845,421,9,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
My mom just said she's gonna buy me the May 11th 1975 Miami tickets when they go on sale as an early birthday present,0,0,0,0,0,0,0,4287,1178,366,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,8,0,10,1,,
Underestimate me so I can embarrass you,0,0,0,0,0,0,0,1386,1330,356,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,6,4,0,,
What a cut.,0,0,0,0,0,0,0,84001,16968,596,319,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,3,0,,
i don't know why i felt this picture was necessary but i'm gonna go read i guess. #bookworm #tkam #notthatcute https://t.co/S6Ep2TEiae,0,3,0,0,0,0,0,24458,582,676,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,6,0,10,1,,
1 of the best podcast eps I've hosted is the @SteeleWars w/ legendary film critic @LeonardMaltin talking #StarWars.https://t.co/bylvsLZysA,2,1,0,0,0,0,0,21314,5955,1586,102,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,3,1,4,0,,
It's like the first 25 minutes of this game never happened.,0,0,0,0,0,0,0,3893,1548,80,64,0,0,0,0,0,0,0,0,0,0,0,2,10,3,10,3,10,3,10,1,,
YOU TELL THEM BERNIE!!!!!!!!!!!!!!!!! #FeelTheBern  https://t.co/u8mY28LDMD,0,1,1,0,0,0,0,31630,673,500,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,4,1,4,0,,
You never know who you might inspire with your creative side! #motivations #motivationalquotes #motivationquote #d… https://t.co/R1Rs1jIUH0,0,4,0,0,0,0,0,61094,2840,3247,528,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,1,2,2,0,,
Incredible holiday display in Westchester&#44; NY @NBCNewYork @MSNBC @WestchesterMag @Westchesterism https://t.co/5LMJ0eJeKT,4,0,0,0,0,0,0,47439,8310,3105,161,0,0,0,0,0,0,0,0,0,0,0,1,3,1,5,2,6,2,10,1,,
@TehOtherMagwyer @AdumHeruwtz @EdyKurtses thing is women don't want you.,3,0,0,1,1,1,0,46189,847,494,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
"@MarshaCollier @julie_bush hilarious sometimes! but we should feel *lucky* to have our efforts ""rolled up"" &amp; credited to male execs to boot!",2,0,0,1,1,1,0,18842,6820,1996,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,,
USC up 16-13 at @LevisStadium!,1,0,0,0,0,0,0,7598,40382,309,425,0,0,0,0,0,0,0,0,0,0,0,86,93,86,95,87,97,85,96,1,,
I feel bad for people who focus energy on putting others down.,0,0,0,0,0,0,0,45956,19330,419,141,0,0,0,0,0,0,0,0,0,0,0,22,28,24,30,25,31,28,38,1,,
I didn't know born-again Christians wore yarmulkes... https://t.co/6r3c5wRloU,0,0,1,0,0,0,0,6606,570,697,22,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,3,2,3,0,,
ayyyy love my roomie I guess ;)) https://t.co/0mIAeO4Jgg,0,0,0,0,0,0,0,89113,5851,168,25,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3,1,4,0,,
I'm the second one 😂😂 https://t.co/ooWIJAgZPi,0,0,1,0,0,0,0,53385,2075,847,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Absolutely brilliant. PTI congratulating MQM for election victory instead of its usual rigging noise. #Maturity  https://t.co/hMthm53tBu,0,1,1,0,0,0,0,144300,173012,1180,1159,0,0,0,0,0,0,0,0,0,0,0,5,5,7,8,8,11,11,15,1,,
@SonofMoonBeam @mwtrizzle @machinesports no not at all&#44; just hopeful.,3,0,0,1,1,1,0,23164,22261,1018,350,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Sike I went out,0,0,0,0,0,0,0,14797,831,477,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,,
"Posted a new photo: ""Kokane's new single ""Plastic Surgery"" ft. Short Khop off his upcoming album ""King...""... https://t.co/If2kvfkjHt",0,0,0,0,0,0,0,57098,1116491,26534,630,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2,7,3,8,7,1,,
Click here to watch the video: https://t.co/dkgBseIo53Sunny Leone strips off her green bikini in the pool https://t.co/yl837d2iWQ,0,0,0,0,0,0,1,72614,145854,118782,362,0,0,0,0,0,0,0,0,0,0,0,1,4,3,8,4,10,5,18,1,,
Here's a pic of us getting ready bc we hit Zero today and are coming for that bid 😈🔥 https://t.co/BW5R4irpqW,0,0,0,0,0,0,0,1441,545,551,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,8,1,8,1,9,1,,
20 minutes 28 seconds away from the Rose Bowl! #USC #FightOn #BeatTheFarm,0,3,0,0,0,0,0,61137,7111,526,279,0,0,0,0,0,0,0,0,0,0,0,13,35,14,35,14,35,14,36,1,,
Clemson DL appears to have successfully rattled Marquise Williams. If he doesn't get it together quickly this game could be a rout.,0,0,0,0,0,0,0,13949,8549,2180,185,0,0,0,0,0,0,0,0,0,0,0,7,9,7,12,7,13,7,14,1,,
thats how we do it 💛❤️🙌🏽,0,0,0,0,0,0,0,4336,671,887,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
don't fight fire with fire if im screamin talk quieter&#44; understanding and patience feel the pain that im facing,0,0,0,0,0,0,0,112567,17626,11032,105,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,0,,
Apartment Interior You're Going to Love | https://t.co/CX40LjpkvmPlease RT #architecture #interiordesign https://t.co/iUqdBoUMzq,0,2,0,0,0,0,0,92966,226734,142331,3082,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,1,5,0,,
#Hanukkah will be here soon! Make this beautiful Star of David garland to decorate: https://t.co/m9XDtEZ6sA https://t.co/9X8pN3zHcD,0,1,0,0,0,0,0,12261,13814,8312,363,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,7,4,0,,
@lauren1717 @alexeyvermeulen In what tour do you get the sweet rear reflector??,2,0,0,1,1,1,0,2091,1140,183,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
yall complain y'all hate school but defending y'all school? 😭😭😭😭 ass backwards,0,0,0,0,0,0,0,41238,1492,1159,1,0,0,0,0,0,0,0,0,0,0,0,5,1,5,1,7,1,7,2,0,,
Ask Dotto Tech 10 is out&#44;#googlephotos&#44; #evernote and your questiosn are featured! https://t.co/53UKUEV76R https://t.co/w6mmCTWPP1,0,2,0,0,0,0,0,5548,10237,3074,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,,
@murderized are you gonna get stylish like him,1,0,0,1,1,1,0,28126,2499,1110,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,7,0,9,1,,
I'm in the drive through at Taco Bell. Yes I am.,0,0,0,0,0,0,0,26987,356026,299,3377,0,0,0,0,0,0,0,0,0,0,0,19,93,22,128,25,150,36,213,1,,
"I really didn't like the idea of Sam calling Dean ""De"" unless he was under the age of 8 but Baby may have swayed me",0,0,0,0,0,0,0,50082,1427,73,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,5,0,,
@cvrlyrose Carly I don't know sbout this,1,0,0,1,1,1,0,118118,3240,162,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
"@kwirkyKerri @reczit There is actually an ER doctor that I've seen a few times this year. I just started calling him ""Hot Doctor"" 2 his face",2,0,0,1,1,1,0,31106,2059,2212,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
THIS IS BULLSHIT THEY CANT CHEST PASS A FOOTBALL,0,0,0,0,0,0,0,4815,974,479,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,1,4,1,4,0,,
"@microcarpa1 @Cecalli_Helper The lie is so big &amp; has so many faces that even (being global) lying to say it's ""local"" puts a problem to them",2,0,0,1,1,1,0,46771,1713,966,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,,
When guys brag about girls they didn't really get.. 😅 good try buddy but your story is fake asf,0,0,0,0,0,0,0,27049,536,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,,
Thanks for waiting ... here we go! Tweet live with @Maher48Hours and @szirinsky,2,0,0,0,0,0,0,19360,68496,987,667,0,0,0,0,0,0,0,0,0,0,0,5,9,5,9,5,9,5,9,1,,
Dysfunctional pic of today with @ford_tarryn and @irvine_austin23 https://t.co/jxohJAKDAt,2,0,0,0,0,0,0,966,586,503,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,4,0,,
Team #Shankarabharanam will be visiting HYD Main Theaters today https://t.co/Yf7JYg1woB,0,1,0,0,0,0,0,23907,48104,1188,154,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,1,5,1,5,0,,
All for Cuellar&#44; 120-107&#44; 116-111 x2 #CuellarOquendo #boxing,0,2,0,0,0,0,0,57086,182776,301,1984,0,0,0,0,0,0,0,0,0,0,0,9,10,9,10,9,10,11,11,1,,
@redsteeze I'm not going out of my way to be mean to Muslims&#44; but I no longer give one sweet shit if they are worried or offended.,1,0,0,1,1,1,0,84063,2536,1187,97,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,7,8,19,1,,
Wishing I had been in Miami for Art Basel *sigh*,0,0,0,0,0,0,0,14107,1026,945,6,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,1,4,2,4,0,,
Ex-tennis pro Jennifer Capriati UNLOADS on Obama: Like it’s part of a plan . . . he’s trying to… https://t.co/Aoj5lmY0WO Via @BizPacReview,1,0,0,0,0,0,0,32194,25970,19664,397,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,7,5,7,1,,
(( putting me in ap french class at 8 in the morning is a bad idea. last year i did half my essay in swedish and my teacher is like what th,0,0,0,0,0,0,0,200092,3476,438,49,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,,
Y'all are too fast on those twitter pages! 😂😂😂,0,0,0,0,0,0,0,91077,1252,400,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,,
#AVeryMurrayChristmas is worth watching (especially @MayaRudolph's performance).,1,1,0,0,0,0,0,41968,2322,1076,171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,,
